X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month_sin,month_cos,day_sin,day_cos,is_weekend,is_peak_season,distance_to_center,dynamic_seasonal_hotspot_distance,moderate_wind_danger,hot_and_dry,double_drought,ISI_x_DC
3,5,88.1,25.7,67.6,3.8,14.9,38,2.7,0,0.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.2225209339563143,0,1,2.0,3.0,0,0,0,256.87999999999994
3,5,93.5,139.4,594.2,20.3,17.6,52,5.8,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,2.0,5.0990195135927845,1,0,1,12062.260000000002
3,6,92.4,124.1,680.7,8.5,17.2,58,1.3,0,0.0,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,5.0,0,0,1,5785.950000000001
3,6,90.9,126.5,686.5,7.0,15.6,66,3.1,0,0.0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,5.0,0,0,1,4805.5
9,9,85.8,48.3,313.4,3.9,18.0,42,2.7,0,3.0983866769659336,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.2225209339563143,0,0,5.656854249492381,3.1622776601683795,0,0,0,1222.26
1,4,91.0,129.5,692.6,7.0,21.7,38,2.2,0,3.2391205039150983,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,1,4.123105625617661,7.280109889280518,0,1,1,4848.2
2,5,90.9,126.5,686.5,7.0,21.9,39,1.8,0,3.311955217185412,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,3.0,6.082762530298219,0,1,1,4805.5
1,2,95.5,99.9,513.3,13.2,23.3,31,4.5,0,3.444694119853468,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,5.0,8.06225774829855,1,1,1,6775.559999999999
8,6,90.1,108.0,529.8,12.5,21.2,51,8.9,0,3.535024679044072,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,3.1622776601683795,0.0,0,0,1,6622.499999999999
1,2,90.0,51.3,296.3,8.7,16.6,53,5.4,0,3.671762470133679,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,5.0,8.06225774829855,1,0,0,2577.81
2,5,95.5,99.9,513.3,13.2,23.8,32,5.4,0,3.7469911955897888,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,3.0,6.082762530298219,1,1,1,6775.559999999999
6,5,95.2,131.7,578.8,10.4,27.4,22,4.0,0,3.896014985701187,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,1.0,2.23606797749979,1,1,1,6019.52
5,4,90.1,39.7,86.6,6.2,13.2,40,5.4,0,3.9490341796057353,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,1.0,1.4142135623730951,1,0,0,536.92
8,3,84.4,73.4,671.9,3.2,24.2,28,3.6,0,3.959385603071812,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,1,3.605551275463989,3.0,1,1,0,2150.08
2,2,94.8,108.3,647.1,17.0,17.4,43,6.7,0,4.0682341000072455,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,4.242640687119285,7.211102550927978,0,0,1,11000.7
8,6,93.7,80.9,685.2,17.9,23.7,25,4.5,0,4.114949378888321,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,3.1622776601683795,0.0,1,1,1,12265.08
6,5,92.5,56.4,433.3,7.1,23.2,39,5.4,0,4.1777912086911595,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0,0,1.0,2.23606797749979,1,1,0,3076.43
9,9,90.1,68.6,355.2,7.2,24.8,29,2.2,0,4.319611795463217,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,1,0,5.656854249492381,3.1622776601683795,0,1,0,2557.44
3,4,90.1,51.2,424.1,6.2,24.6,43,1.8,0,4.374153311094872,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,2.23606797749979,5.385164807134504,0,0,0,2629.42
5,4,94.3,85.1,692.3,15.9,20.1,47,4.9,0,4.396916369201411,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,1.0,3.605551275463989,1,0,1,11007.57
1,5,93.4,145.4,721.4,8.1,29.6,27,2.7,0,4.396916369201411,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,4.0,7.071067811865476,0,1,1,5843.339999999999
7,4,94.8,108.3,647.1,17.0,16.4,47,1.3,0,4.470346026302089,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,2.23606797749979,0,0,1,11000.7
2,4,93.4,145.4,721.4,8.1,28.6,27,2.2,0,4.505743453051808,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,3.1622776601683795,6.324555320336759,0,1,1,5843.339999999999
2,2,92.1,111.2,654.1,9.6,18.4,45,3.6,0,4.519671728752646,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,4.242640687119285,7.211102550927978,1,0,1,6279.36
2,4,92.1,111.2,654.1,9.6,20.5,35,4.0,0,4.526587849560099,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,3.1622776601683795,6.324555320336759,1,1,1,6279.36
7,4,92.4,117.9,668.0,12.2,19.0,34,5.8,0,4.560701700396551,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,2.23606797749979,1,0,1,8149.599999999999
7,4,90.1,39.7,86.6,6.2,16.1,29,3.1,0,4.6006532675824126,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,1.4142135623730951,0,0,0,536.92
6,4,95.2,131.7,578.8,10.4,20.3,41,4.0,0,4.696219543776074,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,1.4142135623730951,2.8284271247461903,1,0,1,6019.52
6,3,90.6,50.1,100.4,7.8,15.2,31,8.5,0,4.7207437172011995,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,2.0,0,0,0,783.12
8,6,92.5,121.1,674.4,8.6,17.8,56,1.8,0,4.726815425847545,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,3.1622776601683795,0.0,0,0,1,5799.839999999999
8,5,89.7,90.0,704.4,4.8,17.8,67,2.2,0,4.762763379175216,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,3.0,1.0,0,0,1,3381.12
6,5,84.9,18.2,55.0,3.0,5.3,70,4.5,0,4.837972937225308,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,1,1.0,0.0,1,0,0,165.0
6,5,92.1,111.2,654.1,9.6,16.6,47,0.9,0,4.9206090599309436,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,1.0,2.23606797749979,0,0,1,6279.36
6,5,96.0,127.1,570.5,16.5,23.4,33,4.5,0,5.034755925405697,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,1.0,2.23606797749979,1,1,1,9413.25
6,5,91.2,48.3,97.8,12.5,14.6,26,9.4,0,5.0447554899062235,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,1.0,0.0,0,0,0,1222.5
8,6,95.2,131.7,578.8,10.4,20.7,45,2.2,0,5.054695943009243,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,3.1622776601683795,0.0,0,0,1,6019.52
5,4,92.9,133.3,699.6,9.2,21.9,35,1.8,0,5.0645780936826545,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0,1,1.0,3.605551275463989,0,1,1,6436.32
8,6,85.6,90.4,609.6,6.6,17.4,50,4.0,0,5.122689835132589,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,3.1622776601683795,0.0,1,0,0,4023.36
7,4,91.4,142.4,601.4,10.6,20.1,39,5.4,0,5.146330009977495,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,2.23606797749979,1,1,1,6374.839999999999
4,4,90.9,126.5,686.5,7.0,17.7,39,2.2,0,5.294739346624758,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,1.4142135623730951,4.47213595499958,0,0,1,4805.5
1,4,90.2,96.9,624.2,8.9,14.2,53,1.8,0,5.4711295994695215,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,4.123105625617661,7.280109889280518,0,0,1,5555.380000000001
1,4,90.2,96.9,624.2,8.9,20.3,39,4.9,0,5.835586915304099,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,4.123105625617661,7.280109889280518,1,1,1,5555.380000000001
6,5,81.5,9.1,55.2,2.7,5.8,54,5.8,0,5.86118220888365,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0,0,1.0,0.0,1,0,0,149.04000000000002
2,5,90.2,99.6,631.2,6.3,19.2,44,2.7,0,5.886446510784952,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,3.0,6.082762530298219,0,0,1,3976.56
2,5,90.1,82.9,735.7,6.2,18.3,45,2.2,0,5.945179160883146,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0,1,3.0,6.082762530298219,0,0,1,4561.34
8,6,88.8,147.3,614.5,9.0,14.4,66,5.4,0,6.0490254755037745,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,3.1622776601683795,0.0,1,0,1,5530.5
1,3,92.4,124.1,680.7,8.5,23.9,32,6.7,0,6.077735467916371,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,4.47213595499958,7.615773105863909,0,1,1,5785.950000000001
8,6,84.9,32.8,664.2,3.0,19.1,32,4.0,0,6.108853585330878,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,3.1622776601683795,2.23606797749979,1,0,0,1992.6
5,4,86.8,15.6,48.3,3.9,12.4,53,2.2,0,6.357189552703953,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1,0,1.0,1.4142135623730951,0,0,0,188.37
7,4,91.7,48.5,696.1,11.1,16.8,45,4.5,0,6.466438734356828,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,2.23606797749979,1.4142135623730951,1,0,1,7726.71
8,6,93.9,135.7,586.7,15.1,20.8,34,4.9,0,6.496991539664597,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,3.1622776601683795,0.0,1,1,1,8859.17
2,5,91.0,129.5,692.6,7.0,17.6,46,3.1,0,6.515581118867995,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,1,3.0,6.082762530298219,0,0,1,4848.2
8,6,89.3,51.3,102.2,9.6,11.5,39,5.8,0,6.550013783873601,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,1,3.1622776601683795,2.23606797749979,1,0,0,981.12
1,5,90.9,126.5,686.5,7.0,21.0,42,2.2,0,6.574923533816964,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,4.0,7.071067811865476,0,0,1,4805.5
6,4,90.8,41.9,89.4,7.9,13.3,42,0.9,0,6.597325642103277,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,1,1.4142135623730951,1.0,0,0,0,706.2600000000001
7,4,90.7,44.0,92.4,5.5,11.5,60,4.0,0,6.777067234586317,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,1.4142135623730951,1,0,0,508.2000000000001
6,5,91.2,48.3,97.8,12.5,11.7,33,4.0,0,6.791414652138289,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,1.0,0.0,1,0,0,1222.5
2,5,95.2,131.7,578.8,10.4,24.2,28,2.7,0,6.865780622806118,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,3.0,6.082762530298219,0,1,1,6019.52
2,2,94.8,108.3,647.1,17.0,24.6,22,4.5,0,6.871705363502997,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,4.242640687119285,7.211102550927978,1,1,1,11000.7
4,5,92.9,133.3,699.6,9.2,24.3,25,4.0,0,7.005794550268334,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0,1,1.0,4.123105625617661,1,1,1,6436.32
2,2,94.8,108.3,647.1,17.0,24.6,22,4.5,0,7.114895253099682,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,4.242640687119285,7.211102550927978,1,1,1,11000.7
2,5,93.9,135.7,586.7,15.1,23.5,36,5.4,0,7.116671534664371,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,3.0,6.082762530298219,1,1,1,8859.17
6,5,81.5,9.1,55.2,2.7,5.8,54,5.8,0,7.2730241863624325,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0,0,1.0,0.0,1,0,0,149.04000000000002
4,5,92.9,137.0,706.4,9.2,21.5,15,0.9,0,7.29455449459464,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,1.0,4.123105625617661,0,1,1,6498.879999999999
3,4,91.0,129.5,692.6,7.0,13.9,59,6.3,0,7.324054530488469,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,1,2.23606797749979,5.385164807134504,0,0,1,4848.2
2,4,63.5,70.8,665.3,0.8,22.6,38,3.6,0,7.337052016446,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,3.1622776601683795,6.324555320336759,1,1,0,532.24
1,5,91.0,129.5,692.6,7.0,21.6,33,2.2,0,7.370845671177689,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,1,4.0,7.071067811865476,0,1,1,4848.2
6,5,90.1,37.6,83.7,7.2,12.4,54,3.6,0,7.460300719070477,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,1,1.0,0.0,1,0,0,602.64
7,4,83.9,8.7,32.1,2.1,8.8,68,2.2,0,7.602608366751705,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1,0,2.23606797749979,1.4142135623730951,0,0,0,67.41000000000001
8,6,91.4,37.9,673.8,5.2,20.2,37,2.7,0,7.695558308182038,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,0,0,3.1622776601683795,2.23606797749979,0,1,1,3503.76
5,6,90.6,50.1,100.4,7.8,15.1,64,4.0,0,7.735963641954902,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,1,1.0,1.4142135623730951,1,0,0,783.12
4,5,92.9,137.0,706.4,9.2,22.1,34,1.8,0,7.814926166559439,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,1.0,4.123105625617661,0,1,1,6498.879999999999
2,2,93.5,139.4,594.2,20.3,22.9,31,7.2,0,7.930345567660173,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,4.242640687119285,7.211102550927978,0,1,1,12062.260000000002
7,5,91.0,129.5,692.6,7.0,20.7,37,2.2,0,8.14595680878856,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,1,2.0,1.4142135623730951,0,1,1,4848.2
6,5,92.4,117.9,668.0,12.2,19.6,33,6.3,0,8.376349935246154,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,1.0,2.23606797749979,0,0,1,8149.599999999999
8,3,93.7,80.9,685.2,17.9,23.2,26,4.9,0,8.798534570130348,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,3.605551275463989,3.0,1,1,1,12265.08
4,4,90.6,43.7,686.9,6.7,18.4,25,3.1,0,8.87459095593309,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,1.4142135623730951,2.23606797749979,0,0,1,4602.23
7,4,93.5,139.4,594.2,20.3,5.1,96,5.8,0,9.032403457412903,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,2.23606797749979,1,0,1,12062.260000000002
7,4,94.3,85.1,692.3,15.9,20.1,47,4.9,0,9.043672853572556,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,2.23606797749979,1,0,1,11007.57
7,3,87.6,52.2,103.8,5.0,11.0,46,5.8,0,9.147434828188416,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,2.8284271247461903,2.23606797749979,1,0,0,519.0
4,4,91.7,35.8,80.8,7.8,17.0,27,4.9,0,9.255055721694749,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,1,1.4142135623730951,2.23606797749979,1,0,0,630.24
4,4,91.7,35.8,80.8,7.8,17.0,27,4.9,0,9.255055721694749,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,1,1.4142135623730951,2.23606797749979,1,0,0,630.24
4,4,92.4,124.1,680.7,8.5,16.9,60,1.3,0,9.320556879671335,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,1.4142135623730951,4.47213595499958,0,0,1,5785.950000000001
1,3,88.6,91.8,709.9,7.1,12.4,73,6.3,0,9.386253744002007,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,4.47213595499958,7.615773105863909,0,0,1,5040.29
4,5,92.9,133.3,699.6,9.2,19.4,19,1.3,0,9.492777158350648,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0,1,1.0,4.123105625617661,0,0,1,6436.32
6,5,90.1,39.7,86.6,6.2,15.2,27,3.1,0,9.50323424244023,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,1.0,0.0,0,0,0,536.92
8,6,90.2,99.6,631.2,6.3,16.2,59,3.1,0,9.51885543868136,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,3.1622776601683795,0.0,0,0,1,3976.56
3,4,93.3,141.2,713.9,13.9,18.6,49,3.6,0,9.789783779225177,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,5.385164807134504,1,0,1,9923.21
4,3,87.6,52.2,103.8,5.0,11.0,46,5.8,0,9.855289003827721,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,2.8284271247461903,1,0,0,519.0
2,2,88.3,150.3,309.9,6.8,13.4,79,3.6,0,9.866635737125803,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0,0,4.242640687119285,7.211102550927978,1,0,0,2107.32
7,4,90.1,82.9,735.7,6.2,15.4,57,4.5,0,9.912292850506478,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0,1,2.23606797749979,2.23606797749979,1,0,1,4561.34
4,4,93.5,149.3,728.6,8.1,22.9,39,4.9,0,10.558623398650365,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,1.4142135623730951,4.47213595499958,1,1,1,5901.66
7,5,91.7,48.5,696.1,11.1,16.1,44,4.0,0,10.602927043594306,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,2.0,1.0,1,0,1,7726.71
8,6,92.2,81.8,480.8,11.9,20.1,34,4.5,0,11.05292263070971,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,3.1622776601683795,0.0,1,1,0,5721.52
4,6,93.5,149.3,728.6,8.1,28.3,26,3.1,0,11.318125329222497,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,1.4142135623730951,4.0,0,1,1,5901.66
8,6,92.2,81.8,480.8,11.9,16.4,43,4.0,0,11.623378326826549,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,3.1622776601683795,0.0,1,0,0,5721.52
4,4,92.9,133.3,699.6,9.2,26.4,21,4.5,0,12.26827606607881,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0,1,1.4142135623730951,4.47213595499958,1,1,1,6436.32
1,5,93.5,149.3,728.6,8.1,27.8,27,3.1,0,12.493853708257559,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,4.0,7.071067811865476,0,1,1,5901.66
6,4,91.0,129.5,692.6,7.0,18.7,43,2.7,0,12.754975394681882,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,1,1.4142135623730951,2.8284271247461903,0,0,1,4848.2
9,4,84.4,73.4,671.9,3.2,24.3,36,3.1,0,12.824417347798434,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,1,4.123105625617661,2.23606797749979,0,1,0,2150.08
4,5,92.5,121.1,674.4,8.6,17.7,25,3.1,0,14.111033611402526,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,1.0,4.123105625617661,0,0,1,5799.839999999999
8,6,91.4,142.4,601.4,10.6,19.6,41,5.8,0,14.975784386454386,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,3.1622776601683795,0.0,1,0,1,6374.839999999999
2,2,92.5,121.1,674.4,8.6,18.2,46,1.8,0,15.060056140120317,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,4.242640687119285,7.211102550927978,0,0,1,5799.839999999999
1,2,91.0,129.5,692.6,7.0,18.8,40,2.2,0,15.278956931870228,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,1,5.0,8.06225774829855,0,0,1,4848.2
6,5,92.5,121.1,674.4,8.6,25.1,27,4.0,0,22.98795059039517,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,1.0,2.23606797749979,1,1,1,5799.839999999999
7,5,81.9,3.0,7.9,3.5,13.4,75,1.8,0,0.0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,1,0,2.0,1.0,0,0,0,27.65
6,3,88.0,17.2,43.5,3.8,15.2,51,2.7,0,0.0,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,0,0,2.23606797749979,2.0,0,0,0,165.29999999999998
4,4,83.0,23.3,85.3,2.3,16.7,20,3.1,0,0.0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0,0,1.4142135623730951,2.23606797749979,0,0,0,196.19
2,4,94.2,122.3,589.9,12.9,15.4,66,4.0,0,7.136123421094016,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,3.1622776601683795,6.324555320336759,1,0,1,7609.71
7,4,91.8,175.1,700.7,13.8,21.9,73,7.6,1,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,2.23606797749979,0,0,1,9669.660000000002
2,4,91.8,175.1,700.7,13.8,22.4,54,7.6,0,5.206315295269377,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,3.1622776601683795,6.324555320336759,0,0,1,9669.660000000002
3,4,91.8,175.1,700.7,13.8,26.8,38,6.3,0,3.7347659390288643,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,5.385164807134504,0,1,1,9669.660000000002
5,4,91.8,175.1,700.7,13.8,25.7,39,5.4,0,2.1908902300206643,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,1.0,3.605551275463989,1,1,1,9669.660000000002
2,4,92.2,91.6,503.6,9.6,20.7,70,2.2,0,3.7224194364083982,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,3.1622776601683795,6.324555320336759,0,0,1,4834.56
8,6,93.1,157.3,666.7,13.5,28.7,28,2.7,0,0.0,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,3.1622776601683795,0.0,0,1,1,9000.45
3,4,93.1,157.3,666.7,13.5,21.7,40,0.4,0,5.014576136903571,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,2.23606797749979,5.385164807134504,0,1,1,9000.45
8,5,93.1,157.3,666.7,13.5,26.8,25,3.1,0,3.632346074092681,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,3.0,1.0,0,1,1,9000.45
8,5,93.1,157.3,666.7,13.5,24.0,36,3.1,0,2.7997084092644666,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,3.0,1.0,0,1,1,9000.45
6,5,93.1,157.3,666.7,13.5,22.1,37,3.6,0,2.7077889710849594,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,1.0,2.23606797749979,1,1,1,9000.45
7,4,91.9,109.2,565.5,8.0,21.4,38,2.7,0,4.441410227562944,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,2.23606797749979,2.23606797749979,0,1,1,4524.0
6,3,91.6,138.1,621.7,6.3,18.9,41,3.1,0,7.172823196664148,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,2.23606797749979,3.605551275463989,0,0,1,3916.71
2,5,87.5,77.0,694.8,5.0,22.3,46,4.0,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,3.0,6.082762530298219,1,0,0,3474.0
8,6,94.2,117.2,581.1,11.0,23.9,41,2.2,0,6.731371868142492,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,3.1622776601683795,0.0,0,0,1,6392.1
4,3,94.2,117.2,581.1,11.0,21.4,44,2.7,0,3.632346074092681,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,5.0,0,0,1,6392.1
3,4,91.8,170.9,692.3,13.7,20.6,59,0.9,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,5.385164807134504,0,0,1,9484.509999999998
7,4,91.8,170.9,692.3,13.7,23.7,40,1.8,0,4.3354058863217375,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,2.23606797749979,0,1,1,9484.509999999998
2,4,93.6,97.9,542.0,14.4,28.3,32,4.0,0,6.899153520400836,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,1,3.1622776601683795,6.324555320336759,1,1,1,7804.8
3,4,91.6,112.4,573.0,8.9,11.2,84,7.6,0,5.391237650051788,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,5.385164807134504,0,0,1,5099.7
2,4,91.6,112.4,573.0,8.9,21.4,42,3.1,0,5.743243422051801,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,3.1622776601683795,6.324555320336759,0,0,1,5099.7
6,3,91.1,141.1,629.1,7.1,19.3,39,3.6,0,4.470346026302089,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,3.605551275463989,1,0,1,4466.61
