X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month_num,day_num,same_condition_count,daily_total_area,ignition_type,distance_to_center,is_periphery,human_access_zone,dynamic_seasonal_hotspot_distance,day_type_Saturday,day_type_Sunday,day_type_Weekday,is_peak_season,month_sin,month_cos,day_sin,day_cos,moderate_wind_danger,has_rain,hot_and_dry,double_drought,ISI_x_DC,rain_evaporation_risk,area_log,daily_total_area_log,risk_class
8,6,aug,sun,91.4,142.4,601.4,10.6,18.2,43,4.9,0.0,0.0,8,7,1,0.0,0,4.47213595499958,0,1,0.0,0,1,0,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,0,0,1,6374.839999999999,0,0.0,0.0,0
8,6,aug,mon,91.1,103.2,638.8,5.8,23.4,22,2.7,0.0,0.0,8,1,1,0.0,0,4.47213595499958,0,1,0.0,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,0,1,1,3705.0399999999995,0,0.0,0.0,0
4,4,sep,sun,89.7,90.0,704.4,4.8,17.8,64,1.3,0.0,0.0,9,7,1,0.0,0,0.0,0,0,4.47213595499958,0,1,0,1,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,1,3381.12,0,0.0,0.0,0
3,4,feb,sat,83.9,8.0,30.2,2.6,12.7,48,1.8,0.0,0.0,2,6,1,0.0,0,1.0,0,0,3.1622776601683795,1,0,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,0,0,78.52,0,0.0,0.0,0
3,4,mar,sat,69.0,2.4,15.5,0.7,17.4,24,5.4,0.0,0.0,3,6,1,0.0,0,1.0,0,0,3.1622776601683795,1,0,0,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,10.85,0,0.0,0.0,0
3,4,aug,sun,91.4,142.4,601.4,10.6,11.6,87,4.5,0.0,0.0,8,7,1,0.0,0,1.0,0,0,5.385164807134504,0,1,0,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,0,0,1,6374.839999999999,0,0.0,0.0,0
3,4,aug,sun,91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0.0,8,7,2,0.0,1,1.0,0,0,5.385164807134504,0,1,0,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,0,0,1,6374.839999999999,0,0.0,0.0,0
3,4,aug,sun,91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0.0,8,7,2,0.0,1,1.0,0,0,5.385164807134504,0,1,0,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,0,0,1,6374.839999999999,0,0.0,0.0,0
3,4,aug,tue,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,0.0,8,2,2,5.23,2,1.0,0,0,5.385164807134504,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,1,0,0,1,5530.5,0,0.0,1.8293763327993617,0
2,4,aug,tue,94.8,108.3,647.1,17.0,20.1,40,4.0,0.0,0.0,8,2,1,0.0,0,2.0,0,0,6.324555320336759,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,1,0,1,1,11000.7,0,0.0,0.0,0
2,4,sep,sat,92.5,121.1,674.4,8.6,24.1,29,4.5,0.0,0.0,9,6,1,0.0,0,2.0,0,0,6.324555320336759,1,0,0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,0,1,1,5799.839999999999,0,0.0,0.0,0
2,4,jan,sat,82.1,3.7,9.3,2.9,5.3,78,3.1,0.0,0.0,1,6,1,0.0,0,2.0,0,0,4.123105625617661,1,0,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,0,26.970000000000002,0,0.0,0.0,0
4,5,mar,fri,85.9,19.5,57.3,2.8,12.7,52,6.3,0.0,0.0,3,5,1,0.0,0,1.0,0,0,2.0,0,0,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,0,0,0,160.43999999999997,0,0.0,0.0,0
4,5,mar,thu,91.4,30.7,74.3,7.5,18.2,29,3.1,0.0,0.0,3,4,1,0.0,0,1.0,0,0,2.0,0,0,1,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,0,0,0,557.25,0,0.0,0.0,0
4,5,aug,sun,90.2,99.6,631.2,6.3,21.4,33,3.1,0.0,0.0,8,7,1,0.0,0,1.0,0,0,4.123105625617661,0,1,0,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0,0,1,1,3976.5600000000004,0,0.0,0.0,0
4,5,sep,sat,92.5,88.0,698.6,7.1,20.3,45,3.1,0.0,0.0,9,6,1,0.0,0,1.0,0,0,4.123105625617661,1,0,0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,0,1,4960.0599999999995,0,0.0,0.0,0
4,5,sep,mon,88.6,91.8,709.9,7.1,17.4,56,5.4,0.0,0.0,9,1,1,0.0,0,1.0,0,0,4.123105625617661,0,0,1,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1,0,0,1,5040.29,0,0.0,0.0,0
4,4,mar,fri,85.9,19.5,57.3,2.8,13.7,43,5.8,0.0,0.0,3,5,1,0.0,0,0.0,0,0,2.23606797749979,0,0,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,160.43999999999997,0,0.0,0.0,0
3,4,mar,fri,91.7,33.3,77.5,9.0,18.8,18,4.5,0.0,0.0,3,5,1,0.0,0,1.0,0,0,3.1622776601683795,0,0,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,697.5,0,0.0,0.0,0
3,4,sep,sun,89.7,90.0,704.4,4.8,22.8,39,3.6,0.0,0.0,9,7,1,0.0,0,1.0,0,0,5.385164807134504,0,1,0,1,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,0,1,1,3381.12,0,0.0,0.0,0
3,4,sep,mon,91.8,78.5,724.3,9.2,18.9,35,2.7,0.0,0.0,9,1,1,0.0,0,1.0,0,0,5.385164807134504,0,0,1,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,0,0,1,6663.5599999999995,0,0.0,0.0,0
3,4,mar,tue,88.1,25.7,67.6,3.8,15.8,27,7.6,0.0,0.0,3,2,1,0.0,0,1.0,0,0,3.1622776601683795,0,0,1,1,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0,0,0,256.87999999999994,0,0.0,0.0,0
3,5,mar,tue,88.1,25.7,67.6,3.8,15.5,27,6.3,0.0,0.0,3,2,1,0.0,0,1.4142135623730951,0,0,3.0,0,0,1,1,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0,0,0,256.87999999999994,0,0.0,0.0,0
3,4,mar,sat,91.7,35.8,80.8,7.8,11.6,30,6.3,0.0,0.0,3,6,1,0.0,0,1.0,0,0,3.1622776601683795,1,0,0,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0,0,0,0,630.24,0,0.0,0.0,0
3,4,mar,sat,91.7,35.8,80.8,7.8,15.2,27,4.9,0.0,0.0,3,6,1,0.0,0,1.0,0,0,3.1622776601683795,1,0,0,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,630.24,0,0.0,0.0,0
3,4,mar,mon,90.1,39.7,86.6,6.2,10.6,30,4.0,0.0,0.0,3,1,1,0.0,0,1.0,0,0,3.1622776601683795,0,0,1,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1,0,0,0,536.92,0,0.0,0.0,0
3,4,aug,thu,93.0,75.3,466.6,7.7,19.6,36,3.1,0.0,0.0,8,4,1,0.0,0,1.0,0,0,5.385164807134504,0,0,1,1,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0,3592.82,0,0.0,0.0,0
3,4,aug,mon,91.5,145.4,608.2,10.7,10.3,74,2.2,0.0,0.0,8,1,1,0.0,0,1.0,0,0,5.385164807134504,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,0,0,1,6507.74,0,0.0,0.0,0
3,4,aug,mon,91.5,145.4,608.2,10.7,17.1,43,5.4,0.0,0.0,8,1,1,0.0,0,1.0,0,0,5.385164807134504,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1,0,0,1,6507.74,0,0.0,0.0,0
3,4,sep,sun,92.4,124.1,680.7,8.5,22.5,42,5.4,0.0,0.0,9,7,1,0.0,0,1.0,0,0,5.385164807134504,0,1,0,1,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,0,0,1,5785.950000000001,0,0.0,0.0,0
3,4,sep,tue,84.4,73.4,671.9,3.2,17.9,45,3.1,0.0,0.0,9,2,1,0.0,0,1.0,0,0,5.385164807134504,0,0,1,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0,0,0,2150.08,0,0.0,0.0,0
3,4,sep,fri,94.3,85.1,692.3,15.9,19.8,50,5.4,0.0,0.0,9,5,1,0.0,0,1.0,0,0,5.385164807134504,0,0,1,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1,0,0,1,11007.57,0,0.0,0.0,0
3,4,oct,sun,92.6,46.5,691.8,8.8,20.6,24,5.4,0.0,0.0,10,7,1,0.0,0,1.0,0,0,3.1622776601683795,0,1,0,0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1,0,1,1,6087.84,0,0.0,0.0,0
3,5,mar,mon,87.6,52.2,103.8,5.0,9.0,49,2.2,0.0,0.0,3,1,1,0.0,0,1.4142135623730951,0,0,3.0,0,0,1,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,0,0,519.0,0,0.0,0.0,0
3,5,sep,fri,93.5,149.3,728.6,8.1,17.2,43,3.1,0.0,0.0,9,5,1,0.0,0,1.4142135623730951,0,0,5.0990195135927845,0,0,1,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,0,0,1,5901.66,0,0.0,0.0,0
3,5,oct,wed,91.4,37.9,673.8,5.2,15.9,46,3.6,0.0,0.0,10,3,1,0.0,0,1.4142135623730951,0,0,3.0,0,0,1,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1,0,0,1,3503.7599999999998,0,0.0,0.0,0
2,5,oct,sun,92.6,46.5,691.8,8.8,15.4,35,0.9,0.0,0.0,10,7,1,0.0,0,2.23606797749979,0,0,4.0,0,1,0,0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0,0,0,1,6087.84,0,0.0,0.0,0
4,6,feb,sat,68.2,21.5,87.2,0.8,15.4,40,2.7,0.0,0.0,2,6,1,0.0,0,2.0,0,0,2.23606797749979,1,0,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,0,0,69.76,0,0.0,0.0,0
4,6,mar,mon,87.2,23.9,64.7,4.1,14.0,39,3.1,0.0,0.0,3,1,1,0.0,0,2.0,0,0,2.23606797749979,0,0,1,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,0,0,265.27,0,0.0,0.0,0
4,6,mar,sun,89.3,51.3,102.2,9.6,10.6,46,4.9,0.0,0.0,3,7,1,0.0,0,2.0,0,0,2.23606797749979,0,1,0,1,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,0,0,0,981.12,0,0.0,0.0,0
4,6,sep,thu,93.7,80.9,685.2,17.9,17.6,42,3.1,0.0,0.0,9,4,1,0.0,0,2.0,0,0,4.0,0,0,1,1,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,0,0,1,12265.08,0,0.0,0.0,0
3,5,mar,tue,88.1,25.7,67.6,3.8,14.9,38,2.7,0.0,0.0,3,2,1,0.0,0,1.4142135623730951,0,0,3.0,0,0,1,1,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0,0,0,256.87999999999994,0,0.0,0.0,0
3,5,aug,sat,93.5,139.4,594.2,20.3,17.6,52,5.8,0.0,0.0,8,6,1,0.0,0,1.4142135623730951,0,0,5.0990195135927845,1,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,0,0,1,12062.260000000002,0,0.0,0.0,0
3,6,sep,sun,92.4,124.1,680.7,8.5,17.2,58,1.3,0.0,0.0,9,7,1,0.0,0,2.23606797749979,0,0,5.0,0,1,0,1,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,1,5785.950000000001,0,0.0,0.0,0
3,6,sep,mon,90.9,126.5,686.5,7.0,15.6,66,3.1,0.0,0.0,9,1,1,0.0,0,2.23606797749979,0,0,5.0,0,0,1,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,0,0,1,4805.5,0,0.0,0.0,0
9,9,jul,tue,85.8,48.3,313.4,3.9,18.0,42,2.7,0.0,0.36,7,2,1,0.36,0,7.0710678118654755,1,0,3.1622776601683795,0,0,1,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,0,0,0,1222.26,0,0.3074846997479606,0.3074846997479606,0
1,4,sep,tue,91.0,129.5,692.6,7.0,21.7,38,2.2,0.0,0.43,9,2,1,0.43,0,3.0,1,0,7.280109889280518,0,0,1,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0,1,1,4848.2,0,0.35767444427181594,0.35767444427181594,0
2,5,sep,mon,90.9,126.5,686.5,7.0,21.9,39,1.8,0.0,0.47,9,1,1,0.47,0,2.23606797749979,0,0,6.082762530298219,0,0,1,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,0,1,1,4805.5,0,0.3852624007906449,0.3852624007906449,0
1,2,aug,wed,95.5,99.9,513.3,13.2,23.3,31,4.5,0.0,0.55,8,3,1,0.55,0,3.605551275463989,1,0,8.06225774829855,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1,0,1,1,6775.559999999999,0,0.4382549309311553,0.4382549309311553,0
8,6,aug,fri,90.1,108.0,529.8,12.5,21.2,51,8.9,0.0,0.61,8,5,1,0.61,0,4.47213595499958,0,1,0.0,0,0,1,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,0,0,1,6622.499999999999,0,0.4762341789963716,0.4762341789963716,0
1,2,jul,sat,90.0,51.3,296.3,8.7,16.6,53,5.4,0.0,0.71,7,6,1,0.71,0,3.605551275463989,1,0,8.06225774829855,1,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,0,0,2577.81,0,0.5364933705145685,0.5364933705145685,0
2,5,aug,wed,95.5,99.9,513.3,13.2,23.8,32,5.4,0.0,0.77,8,3,1,0.77,0,2.23606797749979,0,0,6.082762530298219,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1,0,1,1,6775.559999999999,0,0.5709795465857378,0.5709795465857378,0
6,5,aug,thu,95.2,131.7,578.8,10.4,27.4,22,4.0,0.0,0.9,8,4,1,0.9,0,2.23606797749979,0,0,2.23606797749979,0,0,1,1,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1,0,1,1,6019.5199999999995,0,0.6418538861723948,0.6418538861723948,0
5,4,mar,mon,90.1,39.7,86.6,6.2,13.2,40,5.4,0.0,0.95,3,1,1,0.95,0,1.0,0,0,1.4142135623730951,0,0,1,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1,0,0,0,536.92,0,0.6678293725756554,0.6678293725756554,0
8,3,sep,tue,84.4,73.4,671.9,3.2,24.2,28,3.6,0.0,0.96,9,2,1,0.96,0,4.123105625617661,0,0,3.0,0,0,1,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,1,0,1,0,2150.08,0,0.6729444732424258,0.6729444732424258,0
2,2,aug,tue,94.8,108.3,647.1,17.0,17.4,43,6.7,0.0,1.07,8,2,1,1.07,0,2.8284271247461903,0,0,7.211102550927978,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,0,1,11000.7,0,0.7275486072772778,0.7275486072772778,0
8,6,sep,thu,93.7,80.9,685.2,17.9,23.7,25,4.5,0.0,1.12,9,4,1,1.12,0,4.47213595499958,0,1,0.0,0,0,1,1,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,1,0,1,1,12265.08,0,0.7514160886839212,0.7514160886839212,0
6,5,jun,fri,92.5,56.4,433.3,7.1,23.2,39,5.4,0.0,1.19,6,5,1,1.19,0,2.23606797749979,0,0,2.23606797749979,0,0,1,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1,0,1,0,3076.43,0,0.7839015438284094,0.7839015438284094,0
9,9,jul,sun,90.1,68.6,355.2,7.2,24.8,29,2.2,0.0,1.36,7,7,1,1.36,0,7.0710678118654755,1,0,3.1622776601683795,0,1,0,0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0,0,1,0,2557.44,0,0.8586616190375187,0.8586616190375187,0
3,4,jul,sat,90.1,51.2,424.1,6.2,24.6,43,1.8,0.0,1.43,7,6,1,1.43,0,1.0,0,0,5.385164807134504,1,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,0,0,0,2629.42,0,0.8878912573524571,0.8878912573524571,0
5,4,sep,fri,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,1.46,9,5,2,27.59,1,1.0,0,0,3.605551275463989,0,0,1,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1,0,0,1,11007.57,0,0.9001613499442714,3.3530570063342204,0
1,5,sep,sat,93.4,145.4,721.4,8.1,29.6,27,2.7,0.0,1.46,9,6,1,1.46,0,3.1622776601683795,1,0,7.0710678118654755,1,0,0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,1,1,5843.339999999999,0,0.9001613499442714,0.9001613499442714,0
7,4,aug,sun,94.8,108.3,647.1,17.0,16.4,47,1.3,0.0,1.56,8,7,1,1.56,0,3.0,0,0,2.23606797749979,0,1,0,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0,0,0,1,11000.7,0,0.9400072584914712,0.9400072584914712,0
2,4,sep,sat,93.4,145.4,721.4,8.1,28.6,27,2.2,0.0,1.61,9,6,1,1.61,0,2.0,0,0,6.324555320336759,1,0,0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,1,1,5843.339999999999,0,0.959350221334602,0.959350221334602,0
2,2,aug,wed,92.1,111.2,654.1,9.6,18.4,45,3.6,0.0,1.63,8,3,1,1.63,0,2.8284271247461903,0,0,7.211102550927978,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1,0,0,1,6279.36,0,0.9669838461896731,0.9669838461896731,0
2,4,aug,wed,92.1,111.2,654.1,9.6,20.5,35,4.0,0.0,1.64,8,3,1,1.64,0,2.0,0,0,6.324555320336759,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1,0,1,1,6279.36,0,0.9707789171582248,0.9707789171582248,0
7,4,sep,fri,92.4,117.9,668.0,12.2,19.0,34,5.8,0.0,1.69,9,5,2,1.69,1,3.0,0,0,2.23606797749979,0,0,1,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1,0,0,1,8149.599999999999,0,0.9895411936137477,0.9895411936137477,0
7,4,mar,mon,90.1,39.7,86.6,6.2,16.1,29,3.1,0.0,1.75,3,1,1,1.75,0,3.0,0,0,1.4142135623730951,0,0,1,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,0,0,536.92,0,1.0116009116784799,1.0116009116784799,0
6,4,aug,thu,95.2,131.7,578.8,10.4,20.3,41,4.0,0.0,1.9,8,4,1,1.9,0,2.0,0,0,2.8284271247461903,0,0,1,1,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1,0,0,1,6019.5199999999995,0,1.0647107369924282,1.0647107369924282,0
6,3,mar,sat,90.6,50.1,100.4,7.8,15.2,31,8.5,0.0,1.94,3,6,1,1.94,0,2.23606797749979,0,0,2.0,1,0,0,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0,0,0,0,783.12,0,1.0784095813505903,1.0784095813505903,0
8,6,sep,sat,92.5,121.1,674.4,8.6,17.8,56,1.8,0.0,1.95,9,6,1,1.95,0,4.47213595499958,0,1,0.0,1,0,0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,0,1,5799.839999999999,0,1.0818051703517284,1.0818051703517284,0
8,5,sep,sun,89.7,90.0,704.4,4.8,17.8,67,2.2,0.0,2.01,9,7,1,2.01,0,4.123105625617661,0,0,1.0,0,1,0,1,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,1,3381.12,0,1.1019400787607843,1.1019400787607843,0
6,5,mar,thu,84.9,18.2,55.0,3.0,5.3,70,4.5,0.0,2.14,3,4,1,2.14,0,2.23606797749979,0,0,0.0,0,0,1,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,165.0,0,1.144222799920162,1.144222799920162,0
6,5,aug,wed,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,2.29,8,3,2,2.29,2,2.23606797749979,0,0,2.23606797749979,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,1,6279.36,0,1.1908875647772805,1.1908875647772805,0
6,5,aug,wed,96.0,127.1,570.5,16.5,23.4,33,4.5,0.0,2.51,8,3,1,2.51,0,2.23606797749979,0,0,2.23606797749979,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1,0,1,1,9413.25,0,1.2556160374777743,1.2556160374777743,0
6,5,mar,fri,91.2,48.3,97.8,12.5,14.6,26,9.4,0.0,2.53,3,5,1,2.53,0,2.23606797749979,0,0,0.0,0,0,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,0,0,0,1222.5,0,1.2612978709452054,1.2612978709452054,0
8,6,aug,thu,95.2,131.7,578.8,10.4,20.7,45,2.2,0.0,2.55,8,4,1,2.55,0,4.47213595499958,0,1,0.0,0,0,1,1,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,1,6019.5199999999995,0,1.2669476034873244,1.2669476034873244,0
5,4,sep,wed,92.9,133.3,699.6,9.2,21.9,35,1.8,0.0,2.57,9,3,1,2.57,0,1.0,0,0,3.605551275463989,0,0,1,1,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,0,1,1,6436.32,0,1.2725655957915476,1.2725655957915476,0
8,6,aug,wed,85.6,90.4,609.6,6.6,17.4,50,4.0,0.0,2.69,8,3,1,2.69,0,4.47213595499958,0,1,0.0,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1,0,0,0,4023.36,0,1.3056264580524357,1.3056264580524357,0
7,4,aug,sun,91.4,142.4,601.4,10.6,20.1,39,5.4,0.0,2.74,8,7,1,2.74,0,3.0,0,0,2.23606797749979,0,1,0,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,0,1,1,6374.839999999999,0,1.3190856114264407,1.3190856114264407,0
4,4,sep,mon,90.9,126.5,686.5,7.0,17.7,39,2.2,0.0,3.07,9,1,1,3.07,0,0.0,0,0,4.47213595499958,0,0,1,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,0,0,1,4805.5,0,1.4036429994545037,1.4036429994545037,0
1,4,aug,sat,90.2,96.9,624.2,8.9,14.2,53,1.8,0.0,3.5,8,6,1,3.5,0,3.0,1,0,7.280109889280518,1,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,0,0,1,5555.380000000001,0,1.5040773967762742,1.5040773967762742,0
1,4,aug,sat,90.2,96.9,624.2,8.9,20.3,39,4.9,0.0,4.53,8,6,1,4.53,0,3.0,1,0,7.280109889280518,1,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,0,1,1,5555.380000000001,0,1.7101878155342434,1.7101878155342434,0
6,5,apr,thu,81.5,9.1,55.2,2.7,5.8,54,5.8,0.0,4.61,4,4,2,15.54,1,2.23606797749979,0,0,0.0,0,0,1,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,1,0,0,0,149.04000000000002,0,1.724550719534605,2.805781689595545,0
2,5,aug,sun,90.2,99.6,631.2,6.3,19.2,44,2.7,0.0,4.69,8,7,1,4.69,0,2.23606797749979,0,0,6.082762530298219,0,1,0,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0,0,0,1,3976.5600000000004,0,1.7387102481382397,1.7387102481382397,0
2,5,sep,wed,90.1,82.9,735.7,6.2,18.3,45,2.2,0.0,4.88,9,3,1,4.88,0,2.23606797749979,0,0,6.082762530298219,0,0,1,1,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,0,0,1,4561.34,0,1.7715567619105355,1.7715567619105355,0
8,6,aug,tue,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,5.23,8,2,2,5.23,2,4.47213595499958,0,1,0.0,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,1,0,0,1,5530.5,0,1.8293763327993617,1.8293763327993617,0
1,3,sep,sun,92.4,124.1,680.7,8.5,23.9,32,6.7,0.0,5.33,9,7,1,5.33,0,3.1622776601683795,1,0,7.615773105863909,0,1,0,1,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,1,1,5785.950000000001,0,1.8453002361560848,1.8453002361560848,0
8,6,oct,mon,84.9,32.8,664.2,3.0,19.1,32,4.0,0.0,5.44,10,1,1,5.44,0,4.47213595499958,0,1,2.23606797749979,0,0,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1,0,0,0,1992.6000000000001,0,1.8625285401162623,1.8625285401162623,0
5,4,feb,sun,86.8,15.6,48.3,3.9,12.4,53,2.2,0.0,6.38,2,7,1,6.38,0,1.0,0,0,1.4142135623730951,0,1,0,0,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0,0,0,0,188.36999999999998,0,1.998773638612381,1.998773638612381,0
7,4,oct,mon,91.7,48.5,696.1,11.1,16.8,45,4.5,0.0,6.83,10,1,1,6.83,0,3.0,0,0,1.4142135623730951,0,0,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1,0,0,1,7726.71,0,2.057962510002712,2.057962510002712,0
8,6,aug,fri,93.9,135.7,586.7,15.1,20.8,34,4.9,0.0,6.96,8,5,1,6.96,0,4.47213595499958,0,1,0.0,0,0,1,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1,0,1,1,8859.17,0,2.0744289998562917,2.0744289998562917,0
