X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month_sin,month_cos,day_sin,day_cos,is_weekend,is_peak_season,hot_and_dry,moderate_wind_danger,ISI_x_DC,double_drought
6,3,90.6,50.1,100.4,7.8,15.2,31,8.5,0,2.962164620501919,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,783.12,0
8,5,89.7,90.0,704.4,4.8,17.8,67,2.2,0,3.0105399741420067,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,0,1,3381.12,0
6,5,84.9,18.2,55.0,3.0,5.3,70,4.5,0,3.098010564079308,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,0,0,1,165.0,0
6,5,92.1,111.2,654.1,9.6,16.6,47,0.9,0,3.195424902182602,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,0,0,6279.36,1
6,5,96.0,127.1,570.5,16.5,23.4,33,4.5,0,3.3322278565146015,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,0,1,9413.25,1
6,5,91.2,48.3,97.8,12.5,14.6,26,9.4,0,3.344335802002338,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,0,0,0,1222.5,0
8,6,95.2,131.7,578.8,10.4,20.7,45,2.2,0,3.3563918849562295,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,0,1,6019.5199999999995,1
5,4,92.9,133.3,699.6,9.2,21.9,35,1.8,0,3.368396731692884,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,1,0,0,6436.32,1
8,6,85.6,90.4,609.6,6.6,17.4,50,4.0,0,3.439383408379416,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,0,1,4023.36,0
7,4,91.4,142.4,601.4,10.6,20.1,39,5.4,0,3.4684529461886062,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,1,6374.839999999999,1
4,4,90.9,126.5,686.5,7.0,17.7,39,2.2,0,3.65347413875374,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,1,0,1,4805.5,1
1,4,90.2,96.9,624.2,8.9,14.2,53,1.8,0,3.879027836705692,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,0,0,5555.380000000001,0
1,4,90.2,96.9,624.2,8.9,20.3,39,4.9,0,4.364361120519436,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,0,1,5555.380000000001,0
6,5,81.5,9.1,55.2,2.7,5.8,54,5.8,0,4.399416941028138,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0,0,0,1,149.04000000000002,0
2,5,90.2,99.6,631.2,6.3,19.2,44,2.7,0,4.434143961357314,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,1,3976.5600000000004,0
2,5,90.1,82.9,735.7,6.2,18.3,45,2.2,0,4.51535248489686,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,1,0,1,4561.34,0
8,6,88.8,147.3,614.5,9.0,14.4,66,5.4,0,4.6605703910922625,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,1,5530.5,1
1,3,92.4,124.1,680.7,8.5,23.9,32,6.7,0,4.701085332824276,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,0,0,5785.950000000001,1
8,6,84.9,32.8,664.2,3.0,19.1,32,4.0,0,4.745177878402399,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,0,1,1992.6000000000001,0
5,4,86.8,15.6,48.3,3.9,12.4,53,2.2,0,5.103720117265269,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1,0,0,1,188.36999999999998,0
8,6,93.9,135.7,586.7,15.1,20.8,34,4.9,0,5.310754459153717,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,0,1,8859.17,1
2,5,91.0,129.5,692.6,7.0,17.6,46,3.1,0,5.338564634781933,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,1,0,1,4848.2,1
8,6,89.3,51.3,102.2,9.6,11.5,39,5.8,0,5.3902499328125195,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,0,0,1,981.12,0
1,5,90.9,126.5,686.5,7.0,21.0,42,2.2,0,5.427781382050821,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,1,0,1,4805.5,1
6,4,90.8,41.9,89.4,7.9,13.3,42,0.9,0,5.461635287850357,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,706.2600000000001,0
7,4,90.7,44.0,92.4,5.5,11.5,60,4.0,0,5.736705238448766,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,0,0,1,508.20000000000005,0
6,5,91.2,48.3,97.8,12.5,11.7,33,4.0,0,5.758925598898673,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,0,0,1,1222.5,0
2,5,95.2,131.7,578.8,10.4,24.2,28,2.7,0,5.874721923214178,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,0,1,6019.5199999999995,1
2,2,94.8,108.3,647.1,17.0,24.6,22,4.5,0,5.883992314169926,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,1,11000.7,1
4,5,92.9,133.3,699.6,9.2,24.3,25,4.0,0,6.095569085927998,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,1,0,1,6436.32,1
2,2,94.8,108.3,647.1,17.0,24.6,22,4.5,0,6.270211256120742,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,1,11000.7,1
2,5,93.9,135.7,586.7,15.1,23.5,36,5.4,0,6.273073104013591,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,0,1,8859.17,1
6,5,81.5,9.1,55.2,2.7,5.8,54,5.8,0,6.527294593230731,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0,0,0,1,149.04000000000002,0
4,5,92.9,137.0,706.4,9.2,21.5,15,0.9,0,6.562659821036685,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,1,0,0,6498.879999999999,1
3,4,91.0,129.5,692.6,7.0,13.9,59,6.3,0,6.611256456620206,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,1,0,0,4848.2,1
2,4,63.5,70.8,665.3,0.8,22.6,38,3.6,0,6.63271928280567,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,1,0,1,532.24,0
1,5,91.0,129.5,692.6,7.0,21.6,33,2.2,0,6.688670365627596,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,1,0,1,4848.2,1
6,5,90.1,37.6,83.7,7.2,12.4,54,3.6,0,6.837805042579978,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,0,0,1,602.64,0
7,4,83.9,8.7,32.1,2.1,8.8,68,2.2,0,7.078118085360891,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1,0,0,1,67.41000000000001,0
8,6,91.4,37.9,673.8,5.2,20.2,37,2.7,0,7.237108757071761,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,1,3503.7599999999998,0
5,6,90.6,50.1,100.4,7.8,15.1,64,4.0,0,7.306720510435501,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,1,783.12,0
4,5,92.9,137.0,706.4,9.2,22.1,34,1.8,0,7.443630643411432,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,1,0,0,6498.879999999999,1
2,2,93.5,139.4,594.2,20.3,22.9,31,7.2,0,7.64582083599461,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,0,0,12062.260000000002,1
7,5,91.0,129.5,692.6,7.0,20.7,37,2.2,0,8.030087917215173,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,1,0,1,4848.2,1
6,5,92.4,117.9,668.0,12.2,19.6,33,6.3,0,8.450109423614768,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,1,0,0,8149.599999999999,1
8,3,93.7,80.9,685.2,17.9,23.2,26,4.9,0,9.244858024660294,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,1,0,1,12265.08,0
4,4,90.6,43.7,686.9,6.7,18.4,25,3.1,0,9.391464261965595,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,0,1,4602.23,0
7,4,93.5,139.4,594.2,20.3,5.1,96,5.8,0,9.698992420742146,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,0,1,12062.260000000002,1
7,4,94.3,85.1,692.3,15.9,20.1,47,4.9,0,9.721124610364184,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,1,0,1,11007.57,0
4,4,91.7,35.8,80.8,7.8,17.0,27,4.9,0,10.140491771116316,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,1,630.24,0
4,4,91.7,35.8,80.8,7.8,17.0,27,4.9,0,10.140491771116316,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,1,630.24,0
4,4,92.4,124.1,680.7,8.5,16.9,60,1.3,0,10.272067342488063,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,0,0,5785.950000000001,1
1,3,88.6,91.8,709.9,7.1,12.4,73,6.3,0,10.404807337769059,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,1,0,0,5040.29,0
4,5,92.9,133.3,699.6,9.2,19.4,19,1.3,0,10.621676314459854,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,1,0,0,6436.32,1
6,5,90.1,39.7,86.6,6.2,15.2,27,3.1,0,10.643074875654902,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,0,1,536.92,0
8,6,90.2,99.6,631.2,6.3,16.2,59,3.1,0,10.675077204403372,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,1,3976.5600000000004,0
3,4,93.3,141.2,713.9,13.9,18.6,49,3.6,0,11.237025397427173,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,1,0,1,9923.21,1
4,3,87.6,52.2,103.8,5.0,11.0,46,5.8,0,11.374851454472644,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,0,1,519.0,0
2,2,88.3,150.3,309.9,6.8,13.4,79,3.6,0,11.39880282406853,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0,0,0,1,2107.3199999999997,0
7,4,90.1,82.9,735.7,6.2,15.4,57,4.5,0,11.495409196215384,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,1,0,1,4561.34,0
4,4,93.5,149.3,728.6,8.1,22.9,39,4.9,0,12.902452829090054,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,0,1,5901.66,1
7,5,91.7,48.5,696.1,11.1,16.1,44,4.0,0,13.001589474746263,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,0,1,7726.71,0
8,6,92.2,81.8,480.8,11.9,20.1,34,4.5,0,14.02795388265963,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,0,1,5721.52,0
4,6,93.5,149.3,728.6,8.1,28.3,26,3.1,0,14.649335299740946,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,1,1,5901.66,1
8,6,92.2,81.8,480.8,11.9,16.4,43,4.0,0,15.379623896564803,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,0,1,5721.52,0
4,4,92.9,133.3,699.6,9.2,26.4,21,4.5,0,16.97518230531199,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,1,1,1,6436.32,1
1,5,93.5,149.3,728.6,8.1,27.8,27,3.1,0,17.550083416888125,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,1,1,5901.66,1
6,4,91.0,129.5,692.6,7.0,18.7,43,2.7,0,18.226382936885916,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,1,0,1,4848.2,1
4,5,92.5,121.1,674.4,8.6,17.7,25,3.1,0,21.923589934192456,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,1,0,1,5799.839999999999,1
8,6,91.4,142.4,601.4,10.6,19.6,41,5.8,0,24.441636765695577,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,1,6374.839999999999,1
2,2,92.5,121.1,674.4,8.6,18.2,46,1.8,0,24.69364178279121,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,1,0,0,5799.839999999999,1
1,2,91.0,129.5,692.6,7.0,18.8,40,2.2,0,25.353704930833842,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,1,0,1,4848.2,1
6,5,92.5,121.1,674.4,8.6,25.1,27,4.0,0,53.49837639139796,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,1,1,1,5799.839999999999,1
7,5,81.9,3.0,7.9,3.5,13.4,75,1.8,0,0.0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,1,0,0,0,27.650000000000002,0
6,3,88.0,17.2,43.5,3.8,15.2,51,2.7,0,0.0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0,0,0,1,165.29999999999998,0
4,4,83.0,23.3,85.3,2.3,16.7,20,3.1,0,0.0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0,0,0,1,196.18999999999997,0
2,4,94.2,122.3,589.9,12.9,15.4,66,4.0,0,6.304451621986263,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,1,7609.71,1
7,4,91.8,175.1,700.7,13.8,21.9,73,7.6,1,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,0,9669.660000000002,1
2,4,91.8,175.1,700.7,13.8,22.4,54,7.6,0,3.5427118234278177,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,0,9669.660000000002,1
3,4,91.8,175.1,700.7,13.8,26.8,38,6.3,0,1.9302591134950615,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,1,0,9669.660000000002,1
5,4,91.8,175.1,700.7,13.8,25.7,39,5.4,0,0.7280691456073046,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,1,1,9669.660000000002,1
2,4,92.2,91.6,503.6,9.6,20.7,70,2.2,0,1.9186104133751092,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,0,1,4834.56,0
8,6,93.1,157.3,666.7,13.5,28.7,28,2.7,0,0.0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,1,1,9000.45,1
3,4,93.1,157.3,666.7,13.5,21.7,40,0.4,0,3.307853808714001,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,0,0,9000.45,1
8,5,93.1,157.3,666.7,13.5,26.8,25,3.1,0,1.834595707524323,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,1,1,9000.45,1
8,5,93.1,157.3,666.7,13.5,24.0,36,3.1,0,1.139830666892969,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,0,1,9000.45,1
6,5,93.1,157.3,666.7,13.5,22.1,37,3.6,0,1.072353608712763,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,0,1,9000.45,1
7,4,91.9,109.2,565.5,8.0,21.4,38,2.7,0,2.6496366333825767,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,0,1,4524.0,1
6,3,91.6,138.1,621.7,6.3,18.9,41,3.1,0,6.363846360779768,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,0,1,3916.71,1
2,5,87.5,77.0,694.8,5.0,22.3,46,4.0,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,0,1,3474.0,0
8,6,94.2,117.2,581.1,11.0,23.9,41,2.2,0,5.666194604820492,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,0,1,6392.1,1
4,3,94.2,117.2,581.1,11.0,21.4,44,2.7,0,1.834595707524323,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,0,1,6392.1,1
3,4,91.8,170.9,692.3,13.7,20.6,59,0.9,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,0,0,9484.509999999998,1
7,4,91.8,170.9,692.3,13.7,23.7,40,1.8,0,2.5351784960523482,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,0,0,9484.509999999998,1
2,4,93.6,97.9,542.0,14.4,28.3,32,4.0,0,5.927026577049406,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,1,1,1,7804.8,0
3,4,91.6,112.4,573.0,8.9,11.2,84,7.6,0,3.776110290628159,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,0,0,5099.7,1
6,3,91.1,141.1,629.1,7.1,19.3,39,3.6,0,2.681277361518893,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,0,1,4466.61,1
4,4,94.3,167.6,684.4,13.0,21.8,53,3.1,0,5.161819701771826,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,0,1,8897.199999999999,1
4,4,93.7,102.2,550.3,14.6,22.1,54,7.6,0,1.964714184711364,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,0,8034.379999999999,1
6,5,94.3,131.7,607.1,22.7,19.4,55,4.0,0,0.973641231502993,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,1,13781.17,1
2,2,92.1,152.6,658.2,14.3,23.7,24,3.1,0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,1,9412.26,1
3,4,92.1,152.6,658.2,14.3,21.0,32,3.1,0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,1,9412.26,1
4,4,92.1,152.6,658.2,14.3,19.1,53,2.7,0,4.306670773522981,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,1,9412.26,1
2,2,92.1,152.6,658.2,14.3,21.8,56,3.1,0,1.622920805944071,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,1,9412.26,1
8,6,92.1,152.6,658.2,14.3,20.1,58,4.5,0,6.053955696720362,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,1,9412.26,1
2,5,92.1,152.6,658.2,14.3,20.2,47,4.0,0,3.664332082715001,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,1,9412.26,1
4,6,84.4,27.2,353.5,6.8,4.8,57,8.5,0,5.96665718043126,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1,0,0,0,2403.7999999999997,0
8,6,84.0,27.8,354.6,5.3,5.1,61,8.0,0,6.597800043933313,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,0,0,0,0,1879.38,0
4,6,84.6,26.4,352.0,2.0,5.1,61,4.9,0,4.721188057798876,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,704.0,0
4,4,85.4,25.4,349.7,2.6,4.6,21,8.5,0,8.167374440794886,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0,0,0,0,909.22,0
3,4,85.4,25.4,349.7,2.6,4.6,21,8.5,0,6.472437610773178,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0,0,0,0,909.22,0
4,4,85.4,25.4,349.7,2.6,4.6,21,8.5,0,8.991692060103935,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0,0,0,0,909.22,0
4,4,85.4,25.4,349.7,2.6,4.6,21,8.5,0,6.201055460176266,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0,0,0,0,909.22,0
4,6,84.7,26.7,352.6,4.1,2.2,59,4.9,0,6.053955696720362,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,1445.6599999999999,0
6,5,85.4,25.4,349.7,2.6,5.1,24,8.5,0,9.48654311667649,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,0,0,0,0,909.22,0
6,3,84.9,27.5,353.5,3.4,4.2,51,4.0,0,0.0,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1,0,0,1,1201.8999999999999,0
3,4,86.9,6.6,18.7,3.2,8.8,35,3.1,0,2.285600156161528,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,1,59.84,0
5,4,85.2,4.9,15.8,6.3,7.5,46,8.0,0,9.39323537973589,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,0,0,99.54,0
2,5,93.9,169.7,411.8,12.3,23.4,40,6.3,0,0.0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,1,0,0,0,5065.14,0
7,6,91.2,183.1,437.7,12.5,12.6,90,7.6,1,0.0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,0,0,5471.25,0
7,4,91.6,104.2,474.9,9.0,22.1,49,2.7,0,0.0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,0,1,4274.099999999999,0
7,4,91.6,104.2,474.9,9.0,24.2,32,1.8,0,0.0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,0,0,4274.099999999999,0
7,4,91.6,104.2,474.9,9.0,24.3,30,1.8,0,0.0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,0,0,4274.099999999999,0
2,5,91.6,104.2,474.9,9.0,18.7,53,1.8,0,0.0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,0,0,4274.099999999999,0
9,4,91.6,104.2,474.9,9.0,25.3,39,0.9,0,5.659732743490096,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,1,0,4274.099999999999,0
4,5,91.6,100.2,466.3,6.3,22.9,40,1.3,0,3.4100189662470557,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0,0,0,0,2937.69,0
8,6,92.3,88.8,440.9,8.5,17.1,67,3.6,0,5.172627135929298,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,0,0,1,3747.6499999999996,0
7,5,93.1,180.4,430.8,11.0,22.2,48,1.3,0,0.0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,1,0,0,0,4738.8,0
6,4,90.4,89.5,290.8,6.4,14.3,46,1.8,0,2.085319607417149,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,1,0,0,0,1861.1200000000001,0
8,6,91.2,147.8,377.2,12.7,19.6,43,4.9,0,0.0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,4790.44,0
6,5,53.4,71.0,233.8,0.4,10.6,90,2.7,0,0.0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,1,0,0,1,93.52000000000001,0
6,5,90.4,93.3,298.1,7.5,20.7,25,4.9,0,0.0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0,0,0,1,2235.75,0
6,5,90.4,93.3,298.1,7.5,19.1,39,5.4,0,3.8891419711822675,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0,0,0,1,2235.75,0
3,6,91.1,94.1,232.1,7.1,19.2,38,4.5,0,0.0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,1647.9099999999999,0
3,6,91.1,94.1,232.1,7.1,19.2,38,4.5,0,0.0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,1647.9099999999999,0
6,5,85.1,28.0,113.8,3.5,11.3,94,4.9,0,0.0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,0,0,1,398.3,0
1,4,89.6,84.1,714.3,5.7,19.0,52,2.2,0,0.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,0,1,4071.5099999999998,0
7,4,89.6,84.1,714.3,5.7,17.1,53,5.4,0,1.4558814832217188,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,0,1,4071.5099999999998,0
3,4,89.6,84.1,714.3,5.7,23.8,35,3.6,0,4.6401551296984636,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,0,1,4071.5099999999998,0
2,4,92.4,105.8,758.1,9.9,16.0,45,1.8,0,0.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,0,0,7505.1900000000005,1
2,4,92.4,105.8,758.1,9.9,24.9,27,2.2,0,0.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,0,1,7505.1900000000005,1
7,4,92.4,105.8,758.1,9.9,25.3,27,2.7,0,0.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,1,1,7505.1900000000005,1
6,3,92.4,105.8,758.1,9.9,24.8,28,1.8,0,7.3779129787063376,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,0,0,7505.1900000000005,1
2,4,50.4,46.2,706.6,0.4,12.2,78,6.3,0,0.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,0,0,282.64000000000004,0
6,5,92.6,115.4,777.1,8.8,24.3,27,4.9,0,0.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,1,0,1,6838.4800000000005,1
4,4,92.6,115.4,777.1,8.8,19.7,41,1.8,0,2.6969325732189744,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,1,0,0,6838.4800000000005,1
3,4,91.2,134.7,817.5,7.2,18.5,30,2.7,0,0.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,1,0,1,5886.0,1
4,5,92.4,96.2,739.4,8.6,18.6,24,5.8,0,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,1,0,1,6358.839999999999,0
6,5,92.8,119.0,783.5,7.5,21.6,27,2.2,0,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,1,0,1,5876.25,1
5,4,92.8,119.0,783.5,7.5,21.6,28,6.3,0,4.311141081531942,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,1,0,0,5876.25,1
