X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,month_sin,month_cos,day_sin,day_cos,is_weekend,is_peak_season,distance_to_center,dynamic_seasonal_hotspot_distance,moderate_wind_danger,hot_and_dry,double_drought,ISI_x_DC
7,3,90.6,43.7,686.9,6.7,17.8,27,4.0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,2.8284271247461903,2.23606797749979,1,0,1,4602.23
1,2,90.2,99.6,631.2,6.3,17.9,44,2.2,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,5.0,8.06225774829855,0,0,1,3976.56
4,3,94.2,117.2,581.1,11.0,21.4,44,2.7,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,5.0,0,0,1,6392.1
7,4,92.1,99.0,745.3,9.6,19.8,47,2.7,0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,2.23606797749979,0,0,1,7154.879999999999
8,6,94.2,117.2,581.1,11.0,23.9,41,2.2,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,3.1622776601683795,0.0,0,0,1,6392.1
9,9,90.1,68.6,355.2,7.2,24.8,29,2.2,0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,1,0,5.656854249492381,3.1622776601683795,0,1,0,2557.44
7,4,93.7,101.3,423.4,14.7,18.2,82,4.5,0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,1,0,2.23606797749979,2.23606797749979,1,0,0,6223.98
6,5,91.2,94.3,744.4,8.4,15.4,57,4.9,0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,1.0,2.23606797749979,1,0,1,6252.96
1,3,92.1,178.0,605.3,9.6,23.3,40,4.0,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,4.47213595499958,7.615773105863909,1,1,1,5810.879999999999
6,4,91.0,129.5,692.6,7.0,18.3,40,2.7,0,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,1,1.4142135623730951,2.8284271247461903,0,0,1,4848.2
2,5,91.6,181.3,613.0,7.6,24.8,36,4.0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,3.0,6.082762530298219,1,1,1,4658.8
1,4,92.8,119.0,783.5,7.5,16.8,28,4.0,0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,4.123105625617661,7.280109889280518,1,0,1,5876.25
4,3,90.2,99.6,631.2,6.3,21.5,34,2.2,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,5.0,0,1,1,3976.56
8,6,93.7,231.1,715.1,8.4,18.9,64,4.9,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,3.1622776601683795,0.0,1,0,1,6006.84
6,4,94.8,227.0,706.7,12.0,23.3,34,3.1,0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,1.4142135623730951,2.8284271247461903,0,1,1,8480.400000000001
3,6,90.9,126.5,686.5,7.0,15.6,66,3.1,0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,5.0,0,0,1,4805.5
8,6,95.2,217.7,690.0,18.0,28.2,29,1.8,0,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,3.1622776601683795,0.0,0,1,1,12420.0
2,5,93.7,121.7,350.2,18.0,22.7,40,9.4,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,0,3.0,6.082762530298219,0,1,0,6303.599999999999
9,4,92.3,92.1,442.1,9.8,22.8,27,4.5,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,0,4.123105625617661,2.23606797749979,1,1,0,4332.580000000001
4,4,92.4,124.1,680.7,8.5,16.9,60,1.3,0,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,1.4142135623730951,4.47213595499958,0,0,1,5785.950000000001
6,5,75.1,4.4,16.2,1.9,4.6,82,6.3,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143,0,0,1.0,0.0,0,0,0,30.78
8,6,88.8,147.3,614.5,9.0,14.4,66,5.4,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,3.1622776601683795,0.0,1,0,1,5530.5
9,5,93.3,49.5,297.7,14.0,28.0,34,4.5,0,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,0,0,4.0,1.4142135623730951,1,1,0,4167.8
3,6,91.1,94.1,232.1,7.1,19.2,38,4.5,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0,0,2.23606797749979,5.0,1,0,0,1647.91
4,4,87.6,52.2,103.8,5.0,11.0,46,5.8,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,1.4142135623730951,2.23606797749979,1,0,0,519.0
4,4,85.4,25.4,349.7,2.6,4.6,21,8.5,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0,1,1.4142135623730951,2.23606797749979,0,0,0,909.22
2,2,92.5,121.1,674.4,8.6,18.2,46,1.8,0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,4.242640687119285,7.211102550927978,0,0,1,5799.839999999999
8,6,90.7,194.1,643.0,6.8,16.2,63,2.7,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,3.1622776601683795,0.0,0,0,1,4372.4
7,4,89.6,84.1,714.3,5.7,17.1,53,5.4,0,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,2.23606797749979,1,0,1,4071.51
2,4,95.0,135.5,596.3,21.3,30.6,28,3.6,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,1,3.1622776601683795,6.324555320336759,1,1,1,12701.19
6,3,92.8,119.0,783.5,7.5,18.9,34,7.2,0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,2.23606797749979,3.605551275463989,0,0,1,5876.25
7,4,94.8,227.0,706.7,12.0,23.3,34,3.1,0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,2.23606797749979,0,1,1,8480.400000000001
6,3,88.0,17.2,43.5,3.8,15.2,51,2.7,0,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,0,0,2.23606797749979,2.0,0,0,0,165.29999999999998
7,5,86.2,26.2,94.3,5.1,8.2,51,6.7,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,2.0,1.0,0,0,0,480.93
5,4,92.8,119.0,783.5,7.5,21.6,28,6.3,0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,1.0,3.605551275463989,0,1,1,5876.25
5,5,91.7,35.8,80.8,7.8,15.1,27,5.4,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,1,0.0,1.0,1,0,0,630.24
8,6,93.7,231.1,715.1,8.4,18.9,64,4.9,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,3.1622776601683795,0.0,1,0,1,6006.84
4,6,93.7,80.9,685.2,17.9,17.6,42,3.1,0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,1.4142135623730951,4.0,0,0,1,12265.08
7,4,89.7,287.2,849.3,6.8,19.4,45,3.6,0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,2.23606797749979,2.23606797749979,1,0,1,5775.24
8,6,91.1,103.2,638.8,5.8,23.4,22,2.7,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,1,3.1622776601683795,0.0,0,1,1,3705.04
1,4,92.3,96.2,450.2,12.1,23.4,31,5.4,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.2225209339563143,0,0,4.123105625617661,7.280109889280518,1,1,0,5447.42
6,3,91.1,141.1,629.1,7.1,19.3,39,3.6,0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,3.605551275463989,1,0,1,4466.61
5,4,94.8,222.4,698.6,13.9,20.3,42,2.7,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,1.0,3.605551275463989,0,0,1,9710.54
4,4,90.6,43.7,686.9,6.7,18.4,25,3.1,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,1.4142135623730951,2.23606797749979,0,0,1,4602.23
4,3,90.3,80.7,730.2,6.3,17.8,63,4.9,0,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,1,2.23606797749979,5.0,1,0,1,4600.26
3,4,90.2,18.5,41.1,7.3,11.2,41,5.4,0,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,0,1,2.23606797749979,3.1622776601683795,1,0,0,300.03000000000003
6,4,90.8,41.9,89.4,7.9,13.3,42,0.9,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,1,1.4142135623730951,1.0,0,0,0,706.2600000000001
3,4,91.0,129.5,692.6,7.0,13.9,59,6.3,0,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,1,2.23606797749979,5.385164807134504,0,0,1,4848.2
8,8,91.7,191.4,635.9,7.8,26.2,36,4.5,0,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,4.242640687119285,2.0,1,1,1,4960.02
6,5,93.1,157.3,666.7,13.5,22.1,37,3.6,0,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,1.0,2.23606797749979,1,1,1,9000.45
3,4,91.2,134.7,817.5,7.2,18.5,30,2.7,0,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0,1,2.23606797749979,5.385164807134504,0,0,1,5886.0
7,6,91.2,183.1,437.7,12.5,12.6,90,7.6,1,-0.4999999999999997,-0.8660254037844388,0.4338837391175582,-0.900968867902419,0,0,2.23606797749979,1.0,0,0,0,5471.25
2,4,93.6,97.9,542.0,14.4,28.3,32,4.0,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,1,3.1622776601683795,6.324555320336759,1,1,1,7804.8
7,4,91.4,142.4,601.4,10.6,20.1,39,5.4,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,2.23606797749979,1,1,1,6374.839999999999
6,6,94.2,62.3,442.9,11.0,23.0,36,3.1,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,0,1.4142135623730951,2.0,0,1,0,4871.9
6,5,92.9,133.3,699.6,9.2,26.4,21,4.5,0,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0,1,1.0,2.23606797749979,1,1,1,6436.32
1,2,91.0,129.5,692.6,7.0,18.8,40,2.2,0,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,1,5.0,8.06225774829855,0,0,1,4848.2
6,3,93.5,149.3,728.6,8.1,22.8,39,3.6,0,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,3.605551275463989,1,1,1,5901.66
8,3,88.2,96.2,229.0,4.7,14.3,79,4.0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0,0,3.605551275463989,3.0,1,0,0,1076.3
2,2,92.1,152.6,658.2,14.3,21.8,56,3.1,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,4.242640687119285,7.211102550927978,0,0,1,9412.26
6,5,93.4,17.3,28.3,9.9,13.8,24,5.8,0,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,0,1,1.0,0.0,1,0,0,280.17
8,5,93.1,157.3,666.7,13.5,24.0,36,3.1,0,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,3.0,1.0,0,1,1,9000.45
4,5,92.9,133.3,699.6,9.2,19.4,19,1.3,0,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0,1,1.0,4.123105625617661,0,0,1,6436.32
8,6,88.9,263.1,795.9,5.2,29.3,27,3.6,0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,1,0,3.1622776601683795,0.0,1,1,1,4138.68
4,5,92.9,137.0,706.4,9.2,22.1,34,1.8,0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,1.0,4.123105625617661,0,1,1,6498.879999999999
6,4,89.2,27.9,70.8,6.3,15.9,35,4.0,0,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,0,1,1.4142135623730951,1.0,1,0,0,446.04
2,5,93.7,231.1,715.1,8.4,23.6,53,4.0,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,3.0,6.082762530298219,1,0,1,6006.84
6,5,87.2,15.1,36.9,7.1,10.2,45,5.8,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,1.0,0.0,1,0,0,261.98999999999995
6,5,90.3,290.0,855.3,7.4,10.3,78,4.0,0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,1.0,2.23606797749979,1,0,1,6329.22
4,3,91.6,108.4,764.0,6.2,9.8,86,1.8,0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,5.0,0,0,1,4736.8
1,3,94.8,222.4,698.6,13.9,26.2,34,5.8,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,4.47213595499958,7.615773105863909,1,1,1,9710.54
7,4,90.9,126.5,686.5,7.0,19.4,48,1.3,0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,2.23606797749979,0,0,1,4805.5
6,3,93.4,145.4,721.4,8.1,30.2,24,2.7,0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,3.605551275463989,0,1,1,5843.339999999999
4,3,93.5,85.3,395.0,9.9,27.2,28,1.3,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,2.23606797749979,5.0,0,1,0,3910.5
5,4,91.8,175.1,700.7,13.8,25.7,39,5.4,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,1.0,3.605551275463989,1,1,1,9669.660000000002
1,2,90.7,80.9,368.3,16.8,14.8,78,8.0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0,0,5.0,8.06225774829855,0,0,0,6187.4400000000005
4,5,84.7,8.2,55.0,2.9,14.2,46,4.0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,1.0,2.0,1,0,0,159.5
2,2,92.1,111.2,654.1,9.6,18.4,45,3.6,0,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,4.242640687119285,7.211102550927978,1,0,1,6279.36
6,5,91.2,48.3,97.8,12.5,11.7,33,4.0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,1.0,0.0,1,0,0,1222.5
4,3,92.6,46.5,691.8,8.8,13.8,50,2.7,0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1,0,2.23606797749979,2.8284271247461903,0,0,1,6087.84
4,4,92.9,133.3,699.6,9.2,26.4,21,4.5,0,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0,1,1.4142135623730951,4.47213595499958,1,1,1,6436.32
5,5,94.0,47.9,100.7,10.7,17.3,80,4.5,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0.0,3.1622776601683795,1,0,0,1077.49
4,4,92.1,99.0,745.3,9.6,20.8,35,4.9,0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,1.4142135623730951,4.47213595499958,1,1,1,7154.879999999999
8,6,92.5,121.1,674.4,8.6,17.8,56,1.8,0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,3.1622776601683795,0.0,0,0,1,5799.839999999999
2,2,86.6,13.2,43.0,5.3,12.3,51,0.9,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,4.242640687119285,5.0,0,0,0,227.9
6,4,86.3,27.4,97.1,5.1,9.3,44,4.5,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,1,0,1.4142135623730951,1.0,1,0,0,495.2099999999999
5,4,90.1,39.7,86.6,6.2,13.2,40,5.4,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,1.0,1.4142135623730951,1,0,0,536.92
2,4,63.5,70.8,665.3,0.8,22.6,38,3.6,0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,3.1622776601683795,6.324555320336759,1,1,0,532.24
6,3,91.5,130.1,807.1,7.5,12.2,66,4.9,0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,3.605551275463989,1,0,1,6053.25
9,6,91.6,248.4,753.8,6.3,20.5,58,2.7,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,4.123105625617661,1.0,0,0,1,4748.94
5,4,91.7,33.3,77.5,9.0,15.6,25,6.3,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,1.0,1.4142135623730951,0,0,0,697.5
6,5,92.8,119.0,783.5,7.5,21.6,27,2.2,0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,1.0,2.23606797749979,0,1,1,5876.25
3,4,91.5,145.4,608.2,10.7,10.3,74,2.2,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,5.385164807134504,0,0,1,6507.74
6,5,90.1,39.7,86.6,6.2,15.2,27,3.1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,1.0,0.0,0,0,0,536.92
6,5,93.3,141.2,713.9,13.9,22.9,44,5.4,0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,1.0,2.23606797749979,1,0,1,9923.21
7,4,92.4,105.8,758.1,9.9,25.3,27,2.7,0,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,2.23606797749979,0,1,1,7505.19
6,5,91.2,94.3,744.4,8.4,16.8,47,4.9,0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,1.0,2.23606797749979,1,0,1,6252.96
6,5,85.4,25.4,349.7,2.6,5.1,24,8.5,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.2225209339563143,0,1,1.0,0.0,0,0,0,909.22
4,3,92.2,102.3,751.5,8.4,23.5,27,4.0,0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,5.0,1,1,1,6312.6
2,4,92.1,111.2,654.1,9.6,20.5,35,4.0,0,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,3.1622776601683795,6.324555320336759,1,1,1,6279.36
3,4,91.9,133.6,520.5,8.0,14.2,58,4.0,0,-0.4999999999999997,-0.8660254037844388,0.4338837391175582,-0.900968867902419,0,0,2.23606797749979,5.385164807134504,1,0,1,4164.0
1,4,94.4,146.0,614.7,11.3,25.6,42,4.0,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,4.123105625617661,7.280109889280518,1,0,1,6946.110000000001
2,4,82.1,3.7,9.3,2.9,5.3,78,3.1,0,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,0,3.1622776601683795,4.123105625617661,0,0,0,26.97
9,4,84.4,73.4,671.9,3.2,24.3,36,3.1,0,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,1,4.123105625617661,2.23606797749979,0,1,0,2150.08
8,5,89.7,90.0,704.4,4.8,17.8,67,2.2,0,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,3.0,1.0,0,0,1,3381.12
7,4,84.7,9.5,58.3,4.1,7.5,71,6.3,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,2.23606797749979,1.4142135623730951,0,0,0,239.03
2,4,91.0,166.9,752.6,7.1,25.9,41,3.6,0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,3.1622776601683795,6.324555320336759,1,0,1,5343.46
3,4,89.7,90.0,704.4,4.8,22.8,39,3.6,0,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,5.385164807134504,1,1,1,3381.12
2,2,88.3,150.3,309.9,6.8,13.4,79,3.6,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0,0,4.242640687119285,7.211102550927978,1,0,0,2107.32
3,4,94.6,160.0,567.2,16.7,17.9,48,2.7,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,0,2.23606797749979,5.385164807134504,0,0,1,9472.24
6,5,88.1,53.3,726.9,5.4,13.7,56,1.8,0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,1.0,2.23606797749979,0,0,1,3925.26
3,4,92.4,124.1,680.7,8.5,22.5,42,5.4,0,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,5.385164807134504,1,0,1,5785.950000000001
2,3,91.6,108.4,764.0,6.2,18.0,51,5.4,0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,3.605551275463989,6.708203932499369,1,0,1,4736.8
4,4,79.5,60.6,366.7,1.5,23.3,37,3.1,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.2225209339563143,0,0,1.4142135623730951,4.47213595499958,0,1,0,550.05
2,2,92.4,117.9,668.0,12.2,19.6,33,5.4,0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,4.242640687119285,7.211102550927978,1,0,1,8149.599999999999
3,4,89.6,84.1,714.3,5.7,23.8,35,3.6,0,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,5.385164807134504,1,1,1,4071.51
5,5,90.9,18.9,30.6,8.0,11.6,48,5.4,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,1,0.0,1.0,1,0,0,244.8
4,5,92.5,88.0,698.6,7.1,20.3,45,3.1,0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,1.0,4.123105625617661,0,0,1,4960.06
6,5,92.4,117.9,668.0,12.2,19.6,33,6.3,0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,1.0,2.23606797749979,0,0,1,8149.599999999999
5,4,95.1,141.3,605.8,17.7,26.4,34,3.6,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,1.0,3.605551275463989,1,1,1,10722.659999999998
9,9,85.8,48.3,313.4,3.9,18.0,42,2.7,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.2225209339563143,0,0,5.656854249492381,3.1622776601683795,0,0,0,1222.26
8,6,84.0,27.8,354.6,5.3,5.1,61,8.0,0,-2.4492935982947064e-16,1.0,0.4338837391175582,-0.900968867902419,0,1,3.1622776601683795,2.23606797749979,0,0,0,1879.38
3,4,92.6,46.5,691.8,8.8,20.6,24,5.4,0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1,0,2.23606797749979,3.1622776601683795,1,1,1,6087.84
8,6,85.6,90.4,609.6,6.6,17.4,50,4.0,0,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,3.1622776601683795,0.0,1,0,0,4023.36
2,2,93.0,75.3,466.6,7.7,18.8,35,4.9,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,4.242640687119285,7.211102550927978,1,0,0,3592.82
2,2,79.5,3.6,15.3,1.8,4.6,59,0.9,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,4.242640687119285,5.0,0,0,0,27.540000000000003
4,4,92.9,137.0,706.4,9.2,20.8,17,1.3,0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,1.4142135623730951,4.47213595499958,0,1,1,6498.879999999999
6,5,87.1,291.3,860.6,4.0,17.0,67,4.9,0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,1.0,2.23606797749979,1,0,0,3442.4
6,5,85.1,28.0,113.8,3.5,11.3,94,4.9,0,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,0,1.0,0.0,1,0,0,398.3
7,3,87.6,52.2,103.8,5.0,11.0,46,5.8,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,2.8284271247461903,2.23606797749979,1,0,0,519.0
6,5,92.5,122.0,789.7,10.2,18.4,42,2.2,0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,1.0,2.23606797749979,0,0,1,8054.94
7,4,91.0,276.3,825.1,7.1,13.8,77,7.6,0,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,2.23606797749979,0,0,1,5858.21
4,4,91.7,35.8,80.8,7.8,17.0,27,4.9,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,1,1.4142135623730951,2.23606797749979,1,0,0,630.24
6,3,92.5,122.0,789.7,10.2,15.9,55,3.6,0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,3.605551275463989,1,0,1,8054.94
3,4,91.7,35.8,80.8,7.8,11.6,30,6.3,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,3.1622776601683795,0,0,0,630.24
5,4,85.2,4.9,15.8,6.3,7.5,46,8.0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,1.0,1.4142135623730951,0,0,0,99.54
4,3,93.7,101.3,423.4,14.7,26.1,45,4.0,0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,1,0,2.23606797749979,5.0,1,0,0,6223.98
5,6,90.9,126.5,686.5,7.0,14.7,70,3.6,0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,1.0,3.0,1,0,1,4805.5
9,4,91.6,104.2,474.9,9.0,25.3,39,0.9,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,4.123105625617661,2.23606797749979,0,1,0,4274.099999999999
1,3,91.0,276.3,825.1,7.1,21.9,43,4.0,0,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,4.47213595499958,7.615773105863909,1,0,1,5858.21
9,9,84.2,6.8,26.6,7.7,6.7,79,3.1,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,5.656854249492381,5.0,0,0,0,204.82
